transaction_id,customer_id,merchant_id,category,timestamp,amount,merchant_risk_score,is_fraud,seconds_since_prev_txn
160,1803,94,entertainment,2025-01-01 20:11:25,77.75,0.216,0,999999
161,1634,114,electronics,2025-01-01 20:20:09,20.2,0.074,0,999999
162,1508,43,travel,2025-01-01 20:25:27,23.82,0.111,0,999999
163,921,261,travel,2025-01-01 20:31:30,34.46,0.116,0,21249
164,1057,177,utilities,2025-01-01 20:36:55,58.43,0.217,0,999999
165,92,175,online_retail,2025-01-01 20:48:49,60.41,0.248,0,30416
166,546,260,travel,2025-01-01 20:51:09,109.28,0.3,0,999999
167,928,137,atm_withdrawal,2025-01-01 20:57:16,50.13,0.127,0,999999
168,1392,198,entertainment,2025-01-01 21:10:17,98.92,0.308,0,999999
169,1346,14,electronics,2025-01-01 21:26:50,54.54,0.081,0,999999
170,1028,60,fuel,2025-01-01 21:51:22,74.68,0.142,0,999999
171,68,219,utilities,2025-01-01 22:05:40,18.91,0.242,0,999999
172,950,276,online_retail,2025-01-01 22:23:22,16.96,0.169,0,999999
173,376,171,entertainment,2025-01-01 22:35:08,137.9,0.359,0,45869
174,1689,55,fuel,2025-01-01 22:36:19,98.31,0.203,0,999999
175,1871,47,grocery,2025-01-01 22:47:10,45.75,0.235,0,68634
176,514,257,entertainment,2025-01-01 22:51:33,51.98,0.207,0,999999
177,997,70,grocery,2025-01-01 22:55:35,44.26,0.295,0,999999
178,44,135,electronics,2025-01-01 23:07:59,43.5,0.09,0,999999
179,118,232,online_retail,2025-01-01 23:23:57,5.05,0.129,0,999999
180,1484,43,travel,2025-01-01 23:50:19,183.43,0.111,0,999999
181,751,198,entertainment,2025-01-02 00:01:48,14.79,0.308,0,999999
182,877,40,fuel,2025-01-02 00:12:47,19.66,0.055,0,999999
183,1561,38,jewelry,2025-01-02 00:21:05,58.15,0.185,0,999999
184,260,127,utilities,2025-01-02 00:23:55,23.06,0.18,0,999999
185,390,279,online_retail,2025-01-02 00:32:36,38.67,0.263,0,999999
186,273,256,dining,2025-01-02 00:41:11,13.84,0.189,0,999999
187,1937,243,dining,2025-01-02 00:41:25,8.82,0.039,0,999999
188,1731,122,entertainment,2025-01-02 01:05:52,139.49,0.068,0,999999
189,838,19,electronics,2025-01-02 01:26:17,36.12,0.057,0,999999
190,1886,91,electronics,2025-01-02 01:41:41,76.84,0.116,0,999999
191,943,297,jewelry,2025-01-02 01:41:54,199.65,0.275,0,999999
192,142,258,online_retail,2025-01-02 01:42:21,8.29,0.117,0,999999
193,576,162,entertainment,2025-01-02 02:15:11,61.67,0.119,0,999999
194,1060,21,utilities,2025-01-02 02:30:59,29.9,0.329,0,999999
195,835,281,entertainment,2025-01-02 02:32:11,13.94,0.258,0,999999
196,966,87,atm_withdrawal,2025-01-02 02:36:49,73.63,0.414,0,999999
197,1954,8,dining,2025-01-02 02:46:47,31.74,0.069,0,999999
198,937,80,grocery,2025-01-02 02:51:38,346.01,0.344,0,999999
199,459,89,grocery,2025-01-02 02:58:03,27.73,0.237,0,999999
200,1394,175,online_retail,2025-01-02 02:58:07,90.2,0.248,0,999999
201,569,194,online_retail,2025-01-02 03:23:10,42.91,0.114,0,999999
202,1281,30,electronics,2025-01-02 03:26:35,61.77,0.065,0,999999
203,1685,145,online_retail,2025-01-02 03:27:51,36.13,0.121,0,999999
204,79,30,electronics,2025-01-02 03:39:59,36.96,0.065,0,999999
205,1280,1,entertainment,2025-01-02 03:42:57,81.09,0.044,0,999999
206,1472,277,grocery,2025-01-02 03:45:08,13.47,0.057,0,999999
207,652,201,grocery,2025-01-02 04:01:36,11.52,0.058,0,999999
208,924,182,atm_withdrawal,2025-01-02 04:01:45,725.3,0.171,1,999999
209,277,172,atm_withdrawal,2025-01-02 04:01:52,174.06,0.259,0,999999
210,351,263,entertainment,2025-01-02 04:15:18,33.29,0.105,0,999999
211,1090,230,atm_withdrawal,2025-01-02 04:24:10,18.02,0.177,0,999999
212,886,212,jewelry,2025-01-02 04:27:06,105.14,0.051,0,999999
213,380,162,entertainment,2025-01-02 04:36:00,77.03,0.119,0,999999
214,761,91,electronics,2025-01-02 04:36:24,47.55,0.116,0,999999
215,1771,213,travel,2025-01-02 04:38:31,81.95,0.425,0,999999
216,1634,176,dining,2025-01-02 04:51:19,23.31,0.039,0,30670
217,250,36,jewelry,2025-01-02 04:53:20,53.37,0.18,0,999999
218,1912,136,dining,2025-01-02 04:55:14,17.23,0.11,0,94598
219,343,160,jewelry,2025-01-02 04:58:59,309.26,0.173,0,999999
220,1016,58,atm_withdrawal,2025-01-02 04:59:19,74.64,0.241,0,999999
221,1722,229,atm_withdrawal,2025-01-02 04:59:34,3279.4,0.064,1,999999
222,8,253,fuel,2025-01-02 05:20:12,19.0,0.155,0,999999
223,1769,227,atm_withdrawal,2025-01-02 05:25:44,31.68,0.12,0,999999
224,258,40,fuel,2025-01-02 05:25:58,52.99,0.055,0,999999
225,548,139,jewelry,2025-01-02 05:26:07,13.66,0.286,0,999999
226,1932,47,grocery,2025-01-02 05:29:37,42.02,0.235,0,999999
227,1644,194,online_retail,2025-01-02 05:36:12,17.89,0.114,0,999999
228,1558,88,online_retail,2025-01-02 05:52:15,42.75,0.141,0,999999
229,1024,266,entertainment,2025-01-02 05:55:41,27.84,0.195,0,999999
230,1256,187,atm_withdrawal,2025-01-02 06:10:04,9.5,0.264,0,999999
231,56,184,utilities,2025-01-02 06:18:16,59.95,0.085,0,999999
232,80,199,entertainment,2025-01-02 06:25:31,86.89,0.206,0,999999
233,129,292,atm_withdrawal,2025-01-02 06:35:27,37.22,0.183,0,999999
234,315,278,electronics,2025-01-02 06:40:36,13.08,0.123,0,999999
235,1394,295,atm_withdrawal,2025-01-02 06:40:48,17.55,0.193,0,13361
236,31,122,entertainment,2025-01-02 06:47:26,117.29,0.068,0,999999
237,884,154,online_retail,2025-01-02 06:50:17,77.46,0.156,0,999999
238,635,184,utilities,2025-01-02 06:51:15,35.35,0.085,0,999999
239,1832,81,travel,2025-01-02 06:57:11,85.72,0.042,0,999999
240,891,17,electronics,2025-01-02 06:57:38,127.77,0.028,0,999999
241,658,86,grocery,2025-01-02 06:57:41,654.48,0.131,0,999999
242,535,127,utilities,2025-01-02 07:07:35,33.51,0.18,0,999999
243,114,145,online_retail,2025-01-02 07:10:12,43.73,0.121,0,999999
244,621,55,fuel,2025-01-02 07:13:37,35.51,0.203,0,999999
245,337,283,jewelry,2025-01-02 07:15:58,56.68,0.133,0,999999
246,889,62,utilities,2025-01-02 07:29:47,14.4,0.123,0,999999
247,876,219,utilities,2025-01-02 07:40:18,30.09,0.242,0,999999
248,424,98,travel,2025-01-02 08:03:42,56.8,0.332,0,999999
249,911,227,atm_withdrawal,2025-01-02 08:06:17,31.4,0.12,0,999999
250,616,167,atm_withdrawal,2025-01-02 08:14:47,204.25,0.1,0,999999
251,1874,243,dining,2025-01-02 08:14:56,112.4,0.039,0,84003
252,1852,34,electronics,2025-01-02 08:24:06,2.86,0.272,0,999999
253,239,196,jewelry,2025-01-02 08:26:38,95.67,0.193,0,116521
254,1076,162,entertainment,2025-01-02 08:46:18,25.52,0.119,0,999999
255,1586,60,fuel,2025-01-02 08:49:42,21.46,0.142,0,999999
256,1817,82,dining,2025-01-02 08:50:08,262.96,0.185,0,999999
257,941,290,fuel,2025-01-02 08:51:59,64.44,0.208,0,999999
258,251,253,fuel,2025-01-02 09:00:20,28.1,0.155,0,999999
259,897,244,dining,2025-01-02 09:06:32,56.5,0.223,0,999999
260,1333,200,electronics,2025-01-02 09:13:14,33.99,0.131,0,97038
261,161,287,travel,2025-01-02 09:17:22,15.62,0.076,0,96688
262,72,12,grocery,2025-01-02 09:25:13,53.28,0.236,0,999999
263,51,1,entertainment,2025-01-02 09:27:06,40.23,0.044,0,999999
264,954,108,electronics,2025-01-02 09:28:44,9.27,0.394,0,999999
265,1229,7,jewelry,2025-01-02 09:35:49,28.38,0.112,0,999999
266,1158,211,grocery,2025-01-02 09:36:15,205.07,0.074,0,999999
267,845,118,entertainment,2025-01-02 09:44:11,76.86,0.091,0,999999
268,1523,63,fuel,2025-01-02 09:52:14,30.76,0.381,0,999999
269,1141,250,jewelry,2025-01-02 09:53:33,49.66,0.205,0,999999
270,1225,285,electronics,2025-01-02 09:57:37,445.8,0.164,0,999999
271,1722,124,utilities,2025-01-02 10:02:41,138.69,0.089,0,18187
272,312,197,entertainment,2025-01-02 10:17:06,144.95,0.334,0,999999
273,1544,221,electronics,2025-01-02 10:20:23,15.08,0.208,0,999999
274,1647,259,atm_withdrawal,2025-01-02 10:35:48,96.78,0.179,0,999999
275,687,100,dining,2025-01-02 10:49:52,20.09,0.172,0,999999
276,1608,223,fuel,2025-01-02 10:52:24,32.23,0.147,0,90645
277,1862,117,fuel,2025-01-02 10:57:28,68.08,0.194,0,999999
278,1649,159,travel,2025-01-02 11:02:28,123.3,0.422,0,999999
279,1494,33,utilities,2025-01-02 11:09:16,43.46,0.084,0,999999
280,1044,99,travel,2025-01-02 11:21:45,41.74,0.204,0,64423
281,128,4,fuel,2025-01-02 11:32:20,61.58,0.096,0,999999
282,1083,177,utilities,2025-01-02 11:32:25,131.52,0.217,0,999999
283,5,12,grocery,2025-01-02 11:34:28,6.18,0.236,0,999999
284,1643,77,electronics,2025-01-02 11:37:17,16.85,0.041,0,999999
285,1627,207,utilities,2025-01-02 11:38:41,14.42,0.212,0,83619
286,1104,10,utilities,2025-01-02 11:43:51,77.24,0.323,0,999999
287,373,112,electronics,2025-01-02 11:44:49,170.84,0.362,0,999999
288,1334,267,dining,2025-01-02 11:47:37,19.92,0.152,0,999999
289,1919,67,online_retail,2025-01-02 11:55:18,34.76,0.184,0,999999
290,686,145,online_retail,2025-01-02 11:56:14,98.17,0.121,0,999999
291,65,145,online_retail,2025-01-02 12:00:14,42.08,0.121,0,999999
292,325,268,electronics,2025-01-02 12:12:42,29.54,0.3,0,999999
293,1308,47,grocery,2025-01-02 12:14:19,83.42,0.235,0,999999
294,1054,244,dining,2025-01-02 12:15:51,46.87,0.223,0,999999
295,172,210,entertainment,2025-01-02 12:19:33,61.24,0.158,0,999999
296,295,287,travel,2025-01-02 12:40:06,14.3,0.076,0,999999
297,95,174,fuel,2025-01-02 12:42:09,29.88,0.427,0,999999
298,726,226,electronics,2025-01-02 12:49:24,9.91,0.131,0,999999
299,293,235,dining,2025-01-02 13:03:04,9.83,0.03,0,102648
300,154,227,atm_withdrawal,2025-01-02 13:04:25,32.13,0.12,0,104472
301,438,133,travel,2025-01-02 13:10:27,94.75,0.137,0,999999
302,406,286,dining,2025-01-02 13:14:55,177.4,0.223,0,999999
303,61,1,entertainment,2025-01-02 13:27:00,36.85,0.044,0,999999
304,286,91,electronics,2025-01-02 13:28:54,21.96,0.116,0,999999
305,1347,204,utilities,2025-01-02 13:34:55,26.16,0.115,0,999999
306,1446,211,grocery,2025-01-02 13:36:11,110.68,0.074,0,999999
307,1895,197,entertainment,2025-01-02 13:41:24,358.76,0.334,0,999999
308,1820,137,atm_withdrawal,2025-01-02 13:46:17,111.71,0.127,0,999999
309,572,26,online_retail,2025-01-02 13:48:16,226.1,0.286,0,999999
310,1873,176,dining,2025-01-02 13:52:01,79.5,0.039,0,70368
311,1394,282,electronics,2025-01-02 14:02:14,47.82,0.218,0,26486
312,1380,114,electronics,2025-01-02 14:03:13,60.58,0.074,0,999999
313,1762,93,dining,2025-01-02 14:04:03,5.75,0.144,0,999999
314,710,155,atm_withdrawal,2025-01-02 14:09:15,26.26,0.095,0,999999
315,1458,159,travel,2025-01-02 14:13:38,25.96,0.422,0,999999
316,822,2,jewelry,2025-01-02 14:29:28,37.21,0.167,0,999999
317,1234,165,utilities,2025-01-02 14:33:27,66.76,0.263,0,999999
318,482,52,grocery,2025-01-02 14:40:09,19.56,0.327,0,999999
319,1004,107,jewelry,2025-01-02 14:55:02,60.95,0.138,0,999999
320,524,52,grocery,2025-01-02 14:55:26,90.46,0.327,0,999999
321,1000,250,jewelry,2025-01-02 14:56:17,75.81,0.205,0,999999
322,919,27,grocery,2025-01-02 15:14:12,23.14,0.41,0,999999
323,1173,139,jewelry,2025-01-02 15:21:25,172.59,0.286,0,999999
324,591,15,grocery,2025-01-02 15:32:15,45.36,0.253,0,999999
325,322,11,entertainment,2025-01-02 15:54:36,8.28,0.043,0,999999
326,1478,149,dining,2025-01-02 15:55:32,167.02,0.363,0,999999
327,607,279,online_retail,2025-01-02 16:12:56,76.34,0.263,0,999999
328,910,36,jewelry,2025-01-02 16:13:53,49.74,0.18,0,999999
329,1969,242,entertainment,2025-01-02 16:27:25,2.09,0.261,0,999999
330,316,61,grocery,2025-01-02 16:43:57,326.87,0.176,0,999999
331,825,158,online_retail,2025-01-02 16:48:26,64.52,0.25,0,999999
332,960,92,travel,2025-01-02 17:19:25,43.33,0.102,0,999999
333,1237,187,atm_withdrawal,2025-01-02 17:30:31,47.34,0.264,0,999999
334,327,94,entertainment,2025-01-02 18:04:44,160.77,0.216,0,999999
335,253,212,jewelry,2025-01-02 18:09:14,56.72,0.051,0,999999
336,1309,236,online_retail,2025-01-02 18:14:01,146.78,0.174,0,999999
337,1180,226,electronics,2025-01-02 18:17:51,19.23,0.131,0,999999
338,557,273,atm_withdrawal,2025-01-02 18:19:11,96.39,0.163,0,999999
339,61,33,utilities,2025-01-02 18:23:03,33.06,0.084,0,17763
340,1913,58,atm_withdrawal,2025-01-02 18:39:10,144.21,0.241,0,999999
341,1366,43,travel,2025-01-02 18:44:57,84.41,0.111,0,999999
342,615,160,jewelry,2025-01-02 19:18:47,220.46,0.173,0,999999
343,1696,281,entertainment,2025-01-02 19:26:10,34.3,0.258,0,999999
344,210,86,grocery,2025-01-02 19:26:16,47.41,0.131,0,999999
345,1565,39,utilities,2025-01-02 19:26:17,10.47,0.17,0,999999
346,1814,59,online_retail,2025-01-02 19:27:25,135.54,0.406,0,999999
347,25,233,fuel,2025-01-02 19:28:39,33.8,0.438,0,999999
348,479,30,electronics,2025-01-02 19:30:17,14.39,0.065,0,999999
349,729,65,entertainment,2025-01-02 19:37:26,49.25,0.356,0,999999
350,1197,145,online_retail,2025-01-02 19:38:26,30.68,0.121,0,999999
351,1081,88,online_retail,2025-01-02 19:42:42,317.17,0.141,0,999999
352,1973,44,atm_withdrawal,2025-01-02 19:51:40,31.82,0.287,0,999999
353,1625,185,online_retail,2025-01-02 20:10:41,80.37,0.376,0,999999
354,1435,277,grocery,2025-01-02 20:19:40,47.66,0.057,0,999999
355,893,62,utilities,2025-01-02 20:28:46,98.98,0.123,0,999999
356,195,17,electronics,2025-01-02 20:36:50,134.71,0.028,0,999999
357,1246,183,online_retail,2025-01-02 20:56:19,263.47,0.117,0,999999
358,547,157,electronics,2025-01-02 20:59:37,50.37,0.268,0,999999
359,817,140,fuel,2025-01-02 21:02:39,62.79,0.151,0,999999
360,1403,35,online_retail,2025-01-02 21:05:46,89.47,0.199,0,999999
361,617,58,atm_withdrawal,2025-01-02 21:14:07,25.42,0.241,0,999999
362,198,19,electronics,2025-01-02 21:19:10,39.02,0.057,0,999999
363,235,242,entertainment,2025-01-02 21:24:27,101.9,0.261,0,135540
364,1046,29,dining,2025-01-02 21:25:11,70.12,0.1,0,999999
365,1547,30,electronics,2025-01-02 21:27:20,47.54,0.065,0,999999
366,1302,246,travel,2025-01-02 21:31:12,59.12,0.175,0,999999
367,1674,188,dining,2025-01-02 21:43:19,26.53,0.151,0,999999
368,1178,92,travel,2025-01-02 21:46:52,39.11,0.102,0,156405
369,549,93,dining,2025-01-02 22:08:32,3.04,0.144,0,999999
370,571,58,atm_withdrawal,2025-01-02 22:11:48,8.76,0.241,0,999999
371,1444,145,online_retail,2025-01-02 22:15:59,16.94,0.121,0,999999
372,535,125,utilities,2025-01-02 22:30:00,45.64,0.206,0,55345
373,1434,192,grocery,2025-01-02 22:47:32,166.18,0.2,0,999999
374,566,245,grocery,2025-01-02 23:11:22,24.71,0.132,0,999999
