customer_id,home_city,avg_monthly_spend,account_age_days
283,Montreal,1497.11,3416
284,Calgary,1071.71,528
285,Calgary,624.73,222
286,Ottawa,574.64,46
287,Toronto,389.57,1321
288,Edmonton,841.52,728
289,Edmonton,412.52,361
290,Calgary,528.32,883
291,Montreal,441.63,3559
292,Vancouver,1033.85,2926
293,Ottawa,608.89,97
294,Vancouver,725.44,3343
295,Edmonton,299.52,773
296,Edmonton,439.64,1499
297,Ottawa,735.04,1216
298,Calgary,205.98,1496
299,Vancouver,580.85,2783
300,Toronto,661.4,2609
301,Calgary,272.69,2180
302,Montreal,1181.04,2299
303,Toronto,818.0,2663
304,Ottawa,606.13,696
305,Edmonton,418.86,1462
306,Toronto,199.73,419
307,Vancouver,1130.37,2579
308,Edmonton,497.45,1614
309,Vancouver,240.82,2336
310,Toronto,410.97,2074
311,Edmonton,869.01,1020
312,Montreal,768.9,532
313,Toronto,318.9,3552
314,Vancouver,1244.24,1091
315,Vancouver,238.39,426
316,Edmonton,1389.03,1137
317,Montreal,749.6,3296
318,Montreal,521.94,975
319,Ottawa,568.85,3602
320,Montreal,699.27,1697
321,Vancouver,908.36,3149
322,Toronto,172.54,2394
323,Edmonton,401.99,189
324,Ottawa,685.85,1873
325,Ottawa,1270.93,1539
326,Vancouver,1243.85,759
327,Vancouver,1549.57,2020
328,Toronto,1210.61,402
329,Toronto,381.77,2557
330,Edmonton,659.74,3005
331,Edmonton,1214.67,365
332,Calgary,1148.49,1765
333,Vancouver,586.89,2401
334,Montreal,893.85,254
335,Calgary,495.67,1439
336,Montreal,224.21,964
337,Ottawa,619.19,172
338,Vancouver,596.36,2940
339,Vancouver,480.5,1639
340,Ottawa,910.45,2751
341,Edmonton,574.72,2155
342,Vancouver,838.17,3200
343,Edmonton,1023.1,3639
344,Edmonton,2193.04,2209
345,Ottawa,625.63,1304
346,Vancouver,1280.92,1560
347,Ottawa,762.34,3017
348,Ottawa,788.53,1574
349,Vancouver,630.86,1911
350,Toronto,723.37,732
351,Edmonton,578.07,3614
352,Toronto,1157.14,2385
353,Vancouver,412.03,1225
354,Calgary,222.53,2147
355,Ottawa,470.33,1482
356,Ottawa,438.19,590
357,Toronto,470.16,3196
358,Ottawa,610.59,3236
359,Toronto,471.3,3052
360,Montreal,605.27,1363
361,Ottawa,472.25,958
362,Ottawa,848.55,210
363,Vancouver,2181.91,2678
364,Ottawa,753.3,1216
365,Toronto,484.84,3259
366,Edmonton,96.65,3178
367,Calgary,1784.35,494
368,Vancouver,778.46,3349
369,Toronto,601.95,537
370,Montreal,102.35,1805
371,Calgary,621.52,1745
372,Edmonton,719.7,3491
373,Calgary,473.37,2409
374,Calgary,255.95,3198
375,Ottawa,243.38,2186
376,Toronto,1800.17,3017
377,Montreal,707.31,3114
378,Montreal,473.1,3142
379,Calgary,682.1,1520
380,Vancouver,654.16,1412
381,Toronto,234.26,3595
382,Ottawa,1114.11,2768
383,Ottawa,592.24,3350
384,Vancouver,713.17,2119
385,Toronto,1469.99,3393
386,Toronto,261.73,2635
387,Toronto,397.79,2718
388,Montreal,803.16,673
389,Ottawa,1101.64,2082
390,Toronto,444.56,2677
391,Montreal,461.38,2784
392,Vancouver,957.73,3496
393,Calgary,2087.06,1213
394,Edmonton,695.83,1125
395,Montreal,396.93,3539
396,Ottawa,321.52,3599
397,Toronto,609.48,681
398,Vancouver,1072.95,1399
399,Vancouver,2597.23,3462
400,Vancouver,547.59,752
401,Ottawa,696.5,2865
402,Montreal,1633.9,436
403,Vancouver,795.38,675
404,Ottawa,756.42,2871
405,Calgary,1459.61,2229
406,Edmonton,706.39,2038
407,Calgary,340.39,3130
408,Toronto,1294.53,1141
409,Ottawa,205.06,1851
410,Toronto,1173.13,2232
411,Vancouver,663.44,2708
412,Vancouver,551.26,1232
413,Vancouver,542.35,2323
414,Toronto,608.03,1653
415,Toronto,501.67,1991
416,Montreal,864.1,3152
417,Ottawa,513.02,1455
418,Toronto,149.76,2448
419,Vancouver,666.44,3440
420,Edmonton,141.92,2789
421,Ottawa,663.77,3609
422,Montreal,495.24,2142
423,Montreal,1124.5,1050
424,Edmonton,565.75,3618
425,Calgary,1032.6,2363
426,Vancouver,965.95,903
427,Ottawa,981.31,1178
428,Montreal,578.42,979
429,Toronto,690.38,3047
430,Montreal,850.66,365
431,Toronto,703.23,2708
432,Montreal,566.53,2035
433,Montreal,362.42,295
434,Toronto,671.16,2250
435,Calgary,223.17,2756
436,Toronto,132.82,2657
437,Edmonton,306.41,1943
438,Ottawa,974.77,1244
439,Toronto,765.61,623
440,Calgary,980.42,74
441,Ottawa,422.21,1331
442,Vancouver,1190.0,2318
443,Toronto,243.53,166
444,Calgary,314.67,3645
445,Edmonton,1178.24,2151
446,Edmonton,732.94,1096
447,Vancouver,983.81,3512
448,Ottawa,767.54,695
449,Edmonton,462.61,3496
450,Vancouver,288.28,1049
451,Ottawa,164.16,1404
452,Ottawa,1711.4,1570
453,Calgary,198.79,3631
454,Toronto,1432.08,938
455,Edmonton,708.95,3551
456,Edmonton,781.6,1285
457,Toronto,751.53,1062
458,Edmonton,913.75,2340
459,Ottawa,395.33,2541
460,Toronto,117.02,1279
461,Montreal,456.3,515
462,Toronto,869.24,1463
463,Montreal,316.87,1986
464,Calgary,1206.64,174
465,Toronto,614.98,314
466,Ottawa,296.16,3352
467,Toronto,728.64,159
468,Edmonton,860.71,1502
469,Vancouver,897.21,2795
470,Ottawa,35.98,1217
471,Montreal,1178.99,1821
472,Montreal,229.37,343
473,Calgary,1179.92,2905
474,Calgary,1241.95,2325
475,Edmonton,288.74,3112
476,Montreal,331.65,3157
477,Ottawa,1012.61,1299
478,Toronto,515.1,178
479,Edmonton,1346.44,1283
480,Toronto,1559.46,555
481,Vancouver,295.92,1960
482,Montreal,390.04,559
483,Vancouver,706.13,3367
484,Montreal,113.93,2210
485,Calgary,168.29,945
486,Vancouver,360.14,3364
487,Calgary,1862.64,2816
488,Edmonton,771.94,1614
489,Montreal,433.74,560
490,Edmonton,329.78,1274
491,Ottawa,286.34,2144
492,Ottawa,454.89,2802
493,Montreal,437.88,978
494,Edmonton,574.84,2718
495,Vancouver,884.96,1053
496,Calgary,631.14,923
497,Toronto,1047.59,1648
498,Calgary,549.13,612
499,Ottawa,1626.85,1494
500,Calgary,1032.94,1325
501,Toronto,759.36,1043
502,Edmonton,886.73,2837
503,Ottawa,463.04,1230
504,Ottawa,568.97,2546
505,Vancouver,555.19,2637
506,Calgary,399.94,2440
507,Edmonton,251.27,1004
508,Vancouver,914.99,3032
509,Vancouver,1143.42,886
510,Vancouver,839.85,1033
511,Ottawa,629.99,3197
512,Montreal,2040.68,1259
513,Ottawa,430.1,2553
514,Montreal,774.86,183
515,Ottawa,1238.06,2253
516,Toronto,308.2,3174
517,Ottawa,956.11,2595
518,Toronto,1687.22,2138
519,Calgary,662.51,3103
520,Edmonton,733.84,1109
521,Calgary,431.8,1393
522,Toronto,880.78,281
523,Vancouver,393.37,2558
524,Montreal,638.58,2648
525,Vancouver,228.24,2749
526,Vancouver,68.73,2740
527,Ottawa,489.92,491
528,Toronto,484.82,2441
529,Ottawa,517.4,2793
530,Ottawa,1014.99,767
531,Edmonton,1161.88,1754
532,Toronto,794.31,3335
533,Toronto,974.06,1531
534,Vancouver,401.04,2756
535,Edmonton,337.55,1949
536,Toronto,891.3,2411
537,Calgary,305.28,2297
538,Toronto,281.26,2386
539,Edmonton,2645.91,2851
540,Toronto,688.87,3303
541,Montreal,485.02,1100
542,Toronto,449.64,3390
543,Vancouver,233.24,2302
544,Vancouver,784.38,2186
545,Montreal,548.3,1216
546,Toronto,1143.06,1538
547,Calgary,907.64,2388
548,Edmonton,536.51,1346
549,Edmonton,141.35,1069
550,Montreal,690.0,2995
551,Montreal,652.69,1533
552,Calgary,117.02,2363
553,Montreal,847.14,142
554,Vancouver,297.89,309
555,Ottawa,1177.23,3100
556,Edmonton,628.52,544
557,Montreal,441.33,2910
558,Ottawa,749.53,3288
559,Montreal,721.97,1772
560,Ottawa,706.03,3231
561,Edmonton,1089.12,1576
562,Toronto,777.03,3475
563,Calgary,415.65,888
564,Vancouver,558.88,1578
565,Ottawa,1417.7,1437
566,Vancouver,391.03,2868
567,Vancouver,839.11,188
568,Vancouver,1112.16,3028
569,Edmonton,887.08,114
570,Edmonton,692.59,1172
571,Ottawa,758.39,2187
572,Calgary,919.96,556
573,Vancouver,387.9,1804
574,Toronto,655.29,3639
575,Toronto,2034.12,3010
576,Calgary,854.35,139
577,Ottawa,707.48,2172
578,Edmonton,523.94,2192
579,Ottawa,390.84,276
580,Toronto,773.54,2383
581,Toronto,805.61,1916
582,Ottawa,628.64,2498
583,Toronto,2491.96,1106
584,Toronto,413.97,955
585,Calgary,351.12,2694
586,Ottawa,528.7,2642
587,Montreal,641.07,615
588,Toronto,377.29,813
589,Ottawa,762.49,2152
590,Ottawa,811.85,3031
591,Montreal,983.26,760
592,Ottawa,475.61,823
593,Vancouver,1351.44,2954
594,Ottawa,945.41,2552
595,Vancouver,408.38,3296
596,Montreal,376.15,2865
597,Edmonton,551.66,3480
598,Montreal,813.01,713
599,Edmonton,882.96,1014
600,Edmonton,944.39,891
601,Edmonton,1961.67,230
602,Montreal,178.66,2850
603,Montreal,618.17,2425
604,Toronto,1870.72,341
605,Montreal,1009.2,747
606,Edmonton,336.3,720
607,Vancouver,739.82,1488
608,Edmonton,595.73,1679
609,Ottawa,582.63,1076
610,Ottawa,469.77,3397
611,Ottawa,704.43,800
612,Calgary,1212.44,2063
613,Montreal,497.24,1615
614,Calgary,948.43,1433
615,Montreal,1044.2,3019
616,Edmonton,1345.25,3571
617,Vancouver,371.82,51
618,Vancouver,671.28,1708
619,Toronto,435.18,461
620,Toronto,705.22,1600
621,Calgary,702.39,2263
622,Calgary,310.96,1520
623,Toronto,730.2,1148
624,Calgary,2016.43,1160
625,Edmonton,884.96,1115
626,Vancouver,267.22,1209
627,Calgary,356.26,1383
628,Calgary,650.83,2519
629,Edmonton,361.93,377
630,Calgary,1305.04,177
631,Montreal,244.21,1900
632,Vancouver,888.52,2498
633,Calgary,206.9,966
634,Calgary,644.58,758
635,Vancouver,326.71,2291
636,Montreal,982.02,1420
637,Vancouver,1184.03,2694
638,Vancouver,811.6,560
639,Montreal,1214.71,468
640,Ottawa,90.92,2030
641,Montreal,724.7,1450
642,Ottawa,881.28,2670
643,Ottawa,947.19,1862
644,Calgary,161.29,1313
645,Montreal,851.5,608
646,Vancouver,959.02,621
647,Calgary,719.81,2766
648,Edmonton,269.18,849
649,Ottawa,467.51,1848
650,Ottawa,1308.79,2991
651,Calgary,1227.15,3280
652,Edmonton,871.94,998
653,Vancouver,993.88,426
654,Montreal,1146.84,2834
655,Edmonton,866.15,2517
656,Edmonton,1288.07,1228
657,Montreal,1264.31,2178
658,Edmonton,2364.91,713
659,Toronto,480.24,2566
660,Vancouver,485.89,2662
661,Vancouver,55.28,1113
662,Montreal,829.11,1726
663,Toronto,1810.03,1239
664,Vancouver,1344.82,143
665,Edmonton,1064.16,490
666,Montreal,1396.14,3504
667,Edmonton,890.41,1680
668,Ottawa,555.76,564
669,Ottawa,2058.14,190
670,Toronto,852.99,1309
671,Ottawa,1248.93,3587
672,Edmonton,90.26,1422
673,Edmonton,109.08,3648
674,Toronto,738.28,1801
675,Edmonton,362.04,2795
676,Montreal,778.89,2873
677,Edmonton,485.46,131
678,Toronto,2554.87,52
679,Edmonton,1193.46,3369
680,Ottawa,1471.42,3405
681,Montreal,130.46,510
682,Toronto,1056.0,2368
683,Ottawa,597.23,3373
684,Ottawa,1487.09,3471
685,Vancouver,969.6,1102
686,Montreal,651.58,2988
687,Calgary,290.43,2369
688,Edmonton,729.83,3388
689,Calgary,1292.23,561
690,Montreal,1534.97,2205
691,Ottawa,532.95,118
692,Montreal,2326.56,1323
693,Ottawa,1236.03,71
694,Ottawa,367.2,1633
695,Toronto,310.72,2966
696,Vancouver,620.9,2412
697,Montreal,532.09,1177
698,Edmonton,894.54,1575
699,Toronto,684.22,1360
700,Toronto,561.05,2678
701,Edmonton,216.26,993
702,Edmonton,986.73,362
703,Vancouver,201.95,1864
704,Vancouver,1238.31,3034
705,Toronto,143.82,1757
706,Edmonton,192.69,769
707,Toronto,366.03,196
708,Edmonton,502.04,3447
709,Calgary,436.74,2783
710,Calgary,500.64,593
711,Montreal,788.17,297
712,Edmonton,371.95,497
713,Montreal,792.54,1393
714,Montreal,91.47,2968
715,Ottawa,362.33,608
716,Montreal,185.14,2993
717,Edmonton,1230.23,36
718,Calgary,406.43,2704
719,Vancouver,951.22,1052
720,Edmonton,158.95,3507
721,Toronto,1520.7,1752
722,Ottawa,708.73,1009
723,Ottawa,1949.74,909
724,Toronto,659.82,3022
725,Montreal,218.32,1488
726,Toronto,331.37,1304
727,Montreal,572.44,2693
728,Toronto,340.47,1975
729,Calgary,1161.28,2433
730,Edmonton,695.7,1643
731,Montreal,343.47,261
732,Calgary,1060.22,51
733,Ottawa,524.61,171
734,Montreal,1032.45,2109
735,Vancouver,471.21,1889
736,Montreal,912.88,2735
737,Montreal,512.72,3268
738,Calgary,1161.52,661
739,Montreal,161.92,3495
740,Ottawa,273.36,3402
741,Montreal,605.52,2259
742,Montreal,418.96,1950
743,Edmonton,502.52,669
744,Vancouver,975.06,675
745,Montreal,495.61,97
746,Calgary,809.62,2368
747,Edmonton,360.54,1597
748,Vancouver,133.67,724
749,Vancouver,1028.73,514
750,Toronto,1717.23,259
751,Ottawa,759.43,2350
752,Toronto,626.55,2510
753,Toronto,711.36,2316
754,Ottawa,1402.13,430
755,Edmonton,764.95,179
756,Calgary,1057.99,414
757,Montreal,1030.81,2750
758,Calgary,1218.41,2708
759,Toronto,618.06,1097
760,Montreal,467.02,229
761,Vancouver,918.91,1187
762,Edmonton,1169.06,2961
763,Ottawa,1297.61,549
764,Ottawa,1500.84,2912
765,Calgary,1108.73,1707
766,Montreal,450.03,541
767,Edmonton,758.88,3410
768,Calgary,718.47,1906
769,Toronto,671.16,2461
770,Calgary,920.0,379
771,Edmonton,582.6,1375
772,Ottawa,583.14,2319
773,Toronto,1776.6,2366
774,Montreal,638.49,257
775,Ottawa,1213.35,2217
776,Ottawa,1253.9,3449
777,Calgary,771.63,2876
778,Toronto,597.76,781
779,Vancouver,370.84,3333
780,Ottawa,199.55,2502
781,Ottawa,959.0,236
782,Edmonton,847.36,494
783,Toronto,1042.6,3364
784,Toronto,486.92,788
785,Calgary,1878.62,380
786,Edmonton,892.23,1662
787,Toronto,623.45,1932
788,Montreal,126.34,2104
789,Edmonton,523.24,2415
790,Toronto,1071.51,3645
791,Toronto,1478.81,2778
792,Calgary,685.65,123
793,Montreal,1616.36,350
794,Montreal,351.43,31
795,Calgary,862.68,1460
796,Vancouver,877.23,1298
797,Ottawa,963.53,3409
798,Calgary,744.16,1355
799,Vancouver,834.75,140
800,Calgary,345.54,3229
801,Toronto,1398.52,972
802,Vancouver,1145.08,3333
803,Edmonton,815.24,2833
804,Ottawa,1160.58,3217
805,Montreal,1423.98,2997
806,Montreal,955.33,548
807,Edmonton,1993.29,2296
808,Toronto,1002.17,1521
809,Calgary,384.05,2306
810,Ottawa,790.78,2730
811,Toronto,1186.73,1843
812,Ottawa,1424.76,1161
813,Montreal,753.78,3347
814,Vancouver,363.29,2430
815,Montreal,589.62,3235
816,Ottawa,257.58,888
817,Toronto,1062.66,3064
818,Toronto,519.02,1200
819,Edmonton,426.12,1696
820,Ottawa,1123.19,3144
821,Toronto,1598.01,1314
822,Edmonton,424.87,936
823,Toronto,756.77,3344
824,Edmonton,605.32,3520
825,Edmonton,1462.26,1156
826,Toronto,649.49,1138
827,Montreal,339.65,854
828,Ottawa,668.84,115
829,Ottawa,1291.07,2031
830,Toronto,583.08,952
831,Vancouver,455.17,3103
832,Vancouver,631.42,649
833,Calgary,347.37,2329
834,Toronto,604.83,1864
835,Ottawa,478.19,2245
836,Montreal,2198.22,438
837,Montreal,153.27,1718
838,Vancouver,382.89,2296
839,Toronto,454.93,1264
840,Ottawa,349.04,3197
841,Vancouver,867.68,1946
842,Edmonton,419.76,1342
843,Ottawa,236.94,141
844,Toronto,716.35,639
845,Toronto,561.9,1755
846,Toronto,433.2,1478
847,Toronto,1441.53,3184
848,Toronto,885.01,2875
849,Montreal,827.28,605
850,Edmonton,896.63,2171
851,Ottawa,869.72,1674
852,Montreal,580.23,396
853,Ottawa,422.75,2440
854,Vancouver,725.98,1974
855,Vancouver,573.49,346
856,Ottawa,151.45,1724
857,Vancouver,327.87,2678
858,Toronto,528.23,1214
859,Montreal,1137.1,1321
860,Montreal,727.9,428
861,Ottawa,373.05,769
862,Ottawa,307.93,3581
863,Toronto,1277.61,2277
864,Montreal,597.28,667
865,Ottawa,47.96,1777
866,Montreal,621.45,727
867,Montreal,998.71,1632
868,Ottawa,301.11,557
869,Calgary,694.63,2270
870,Toronto,734.98,2094
871,Calgary,314.32,2323
872,Vancouver,1344.11,1636
873,Toronto,742.73,1065
874,Toronto,526.49,933
875,Montreal,599.82,808
876,Edmonton,272.23,1584
877,Edmonton,263.89,1664
878,Montreal,495.17,2468
879,Edmonton,515.38,219
880,Edmonton,575.2,1049
881,Toronto,1411.76,3116
882,Ottawa,967.52,3343
883,Calgary,172.64,3399
884,Toronto,1261.28,1138
885,Montreal,492.65,526
886,Montreal,1021.99,747
887,Toronto,518.53,507
888,Vancouver,714.25,3485
889,Toronto,287.53,3227
890,Vancouver,811.38,2964
891,Toronto,1089.77,2671
892,Montreal,200.45,1272
893,Edmonton,1099.52,1751
894,Ottawa,421.57,3075
895,Montreal,1668.69,2978
896,Edmonton,1032.96,1908
897,Edmonton,930.91,3061
898,Toronto,602.02,1285
899,Toronto,2424.49,1526
900,Edmonton,494.68,3069
901,Toronto,333.28,1392
902,Toronto,431.57,2752
903,Vancouver,1203.41,1670
904,Ottawa,705.98,1108
905,Calgary,643.89,822
906,Montreal,499.49,2226
907,Calgary,623.33,1766
908,Vancouver,477.32,1367
909,Calgary,982.27,2720
910,Toronto,566.96,33
911,Montreal,436.94,363
912,Vancouver,1146.14,3511
913,Calgary,340.78,2431
914,Ottawa,712.04,2019
915,Edmonton,150.57,83
916,Calgary,247.92,2196
917,Edmonton,528.68,1603
918,Montreal,471.63,2201
919,Vancouver,471.15,178
920,Edmonton,1038.42,2023
921,Ottawa,1073.54,2121
922,Edmonton,796.3,1079
923,Calgary,328.08,227
924,Toronto,620.32,3547
925,Vancouver,1801.39,2597
926,Ottawa,2291.07,2280
927,Edmonton,1152.52,2806
928,Vancouver,337.2,2458
929,Calgary,623.72,516
930,Edmonton,765.34,1676
931,Edmonton,697.92,3246
932,Montreal,1221.71,1072
933,Vancouver,1012.28,3549
934,Edmonton,324.51,262
935,Calgary,443.98,1227
936,Ottawa,1149.76,1297
937,Toronto,1438.08,2265
938,Toronto,771.05,667
939,Calgary,1538.8,859
940,Edmonton,719.51,2426
941,Montreal,365.39,1060
942,Calgary,959.85,3211
943,Ottawa,2858.16,3180
944,Calgary,273.82,1125
945,Toronto,1506.19,2057
946,Toronto,928.63,1235
947,Ottawa,426.56,1278
948,Toronto,153.7,2456
949,Ottawa,106.26,1091
950,Vancouver,470.53,570
951,Toronto,841.95,967
952,Vancouver,1102.18,3394
953,Edmonton,1249.27,968
954,Calgary,798.39,1347
955,Montreal,726.19,2306
956,Edmonton,539.95,396
957,Calgary,854.03,1001
958,Edmonton,430.92,662
959,Ottawa,284.56,3376
960,Calgary,699.28,3406
961,Toronto,1054.23,2765
962,Calgary,241.54,924
963,Ottawa,470.56,2261
964,Vancouver,683.62,2427
965,Ottawa,674.88,3177
