transaction_id,customer_id,category,amount,timestamp,fraud_score
29720,740,jewelry,6.82,2025-05-31 08:45:05,0.9999
29383,1670,jewelry,13.2,2025-05-29 18:10:30,0.9999
20565,305,electronics,8.71,2025-04-14 22:30:49,0.9999
40243,1333,atm_withdrawal,3.42,2025-07-22 18:19:04,0.9999
36177,1206,jewelry,9.71,2025-07-02 19:31:24,0.9999
55180,759,atm_withdrawal,3.96,2025-10-06 10:14:14,0.9999
32256,51,atm_withdrawal,7.43,2025-06-12 21:17:15,0.9999
30020,1161,atm_withdrawal,8.03,2025-06-01 19:38:09,0.9999
22794,1029,atm_withdrawal,7.84,2025-04-26 07:45:10,0.9999
8197,1233,online_retail,13.66,2025-02-11 09:00:59,0.9999
8193,1233,atm_withdrawal,6.41,2025-02-11 09:00:03,0.9999
48870,1109,jewelry,12.55,2025-09-04 06:13:31,0.9999
8613,894,atm_withdrawal,1.36,2025-02-13 15:14:46,0.9999
38787,513,jewelry,12.18,2025-07-15 18:39:53,0.9999
38992,407,online_retail,9.56,2025-07-16 19:36:30,0.9999
38981,125,atm_withdrawal,1.37,2025-07-16 18:10:07,0.9999
54034,21,atm_withdrawal,8.76,2025-09-30 21:14:54,0.9999
54232,1970,atm_withdrawal,4.12,2025-10-01 21:33:34,0.9999
5281,1724,atm_withdrawal,1.83,2025-01-27 14:04:24,0.9999
25394,584,atm_withdrawal,4.75,2025-05-09 10:29:18,0.9999
25396,584,online_retail,8.77,2025-05-09 10:30:37,0.9999
25558,927,atm_withdrawal,6.55,2025-05-10 06:15:07,0.9999
37105,67,atm_withdrawal,6.75,2025-07-07 11:42:09,0.9999
37184,1358,atm_withdrawal,2.72,2025-07-07 20:47:05,0.9999
6490,885,electronics,12.43,2025-02-02 14:41:23,0.9999
26445,671,atm_withdrawal,10.32,2025-05-14 15:10:54,0.9999
38324,327,atm_withdrawal,4.93,2025-07-13 10:50:10,0.9999
38323,327,atm_withdrawal,3.01,2025-07-13 10:48:46,0.9999
37943,1420,atm_withdrawal,6.58,2025-07-11 13:47:13,0.9999
37365,343,atm_withdrawal,8.27,2025-07-08 18:40:47,0.9999
6491,885,atm_withdrawal,6.33,2025-02-02 14:42:41,0.9999
25276,900,jewelry,11.77,2025-05-08 19:33:27,0.9999
58805,1957,atm_withdrawal,8.49,2025-10-24 21:22:33,0.9999
5613,1875,electronics,10.37,2025-01-29 06:52:11,0.9999
6418,1963,jewelry,14.53,2025-02-02 07:17:58,0.9999
1013,37,atm_withdrawal,2.3,2025-01-06 03:51:24,0.9999
14027,1987,atm_withdrawal,5.58,2025-03-12 22:07:31,0.9999
45307,371,atm_withdrawal,6.66,2025-08-17 11:57:37,0.9999
12745,353,electronics,9.65,2025-03-06 07:32:12,0.9999
34074,1277,atm_withdrawal,9.2,2025-06-21 18:21:24,0.9999
200,810,electronics,7.44,2025-01-02 02:31:48,0.9998
45308,371,jewelry,14.05,2025-08-17 11:58:46,0.9998
14365,1216,atm_withdrawal,3.66,2025-03-14 14:57:12,0.9998
14367,1216,atm_withdrawal,10.64,2025-03-14 14:59:03,0.9998
45011,1695,atm_withdrawal,1.32,2025-08-16 01:11:41,0.9998
13313,320,atm_withdrawal,10.43,2025-03-09 08:35:29,0.9998
2051,794,atm_withdrawal,4.02,2025-01-11 08:12:55,0.9998
1136,1993,atm_withdrawal,9.73,2025-01-06 20:46:12,0.9998
6022,1035,electronics,11.01,2025-01-31 08:12:54,0.9998
50666,655,atm_withdrawal,8.59,2025-09-13 15:39:34,0.9998
37185,1358,online_retail,11.44,2025-07-07 20:48:16,0.9998
6430,280,atm_withdrawal,14.26,2025-02-02 07:58:13,0.9998
37671,100,online_retail,10.44,2025-07-10 06:03:06,0.9998
23800,800,electronics,6.6,2025-05-01 09:22:43,0.9998
24148,1046,atm_withdrawal,10.13,2025-05-03 00:57:41,0.9998
37670,100,jewelry,9.07,2025-07-10 06:02:20,0.9998
6120,1743,atm_withdrawal,7.77,2025-01-31 18:13:21,0.9998
37309,1048,online_retail,8.22,2025-07-08 12:54:47,0.9998
37311,1048,atm_withdrawal,6.14,2025-07-08 12:55:09,0.9998
26299,881,electronics,7.32,2025-05-13 22:19:59,0.9998
5614,1875,atm_withdrawal,8.11,2025-01-29 06:52:25,0.9998
2050,794,atm_withdrawal,4.33,2025-01-11 08:12:36,0.9998
25557,927,atm_withdrawal,4.42,2025-05-10 06:14:32,0.9998
38736,353,online_retail,12.6,2025-07-15 12:03:22,0.9998
38325,327,atm_withdrawal,5.07,2025-07-13 10:51:06,0.9998
51039,870,atm_withdrawal,4.03,2025-09-15 14:51:21,0.9998
50667,655,atm_withdrawal,5.06,2025-09-13 15:40:06,0.9998
39993,413,atm_withdrawal,7.72,2025-07-21 13:40:50,0.9998
9571,1250,atm_withdrawal,1.91,2025-02-18 15:11:29,0.9998
36081,246,atm_withdrawal,10.5,2025-07-02 09:42:16,0.9998
30021,1161,atm_withdrawal,12.38,2025-06-01 19:38:39,0.9998
29978,658,atm_withdrawal,2.18,2025-06-01 15:31:00,0.9998
47615,1719,electronics,2.38,2025-08-29 04:59:48,0.9998
47614,1719,jewelry,7.24,2025-08-29 04:59:16,0.9998
46666,1041,atm_withdrawal,2.71,2025-08-24 13:38:11,0.9998
41822,210,atm_withdrawal,9.24,2025-07-30 14:39:21,0.9998
42254,324,atm_withdrawal,10.77,2025-08-01 17:21:19,0.9998
41530,1402,online_retail,9.96,2025-07-29 02:39:03,0.9998
12255,1664,atm_withdrawal,4.05,2025-03-03 21:00:21,0.9998
197,810,online_retail,2.1,2025-01-02 02:30:17,0.9998
1275,1193,electronics,1.2,2025-01-07 11:51:28,0.9998
1276,1193,electronics,1.81,2025-01-07 11:51:53,0.9998
1244,96,electronics,7.65,2025-01-07 08:16:39,0.9998
58802,1957,atm_withdrawal,11.59,2025-10-24 21:19:58,0.9998
32370,636,electronics,9.03,2025-06-13 10:51:48,0.9998
42257,324,atm_withdrawal,11.84,2025-08-01 17:24:10,0.9998
43979,647,atm_withdrawal,10.43,2025-08-10 16:32:23,0.9998
46668,1041,atm_withdrawal,11.44,2025-08-24 13:39:57,0.9998
35242,1641,jewelry,5.15,2025-06-27 23:06:04,0.9998
35426,1036,atm_withdrawal,9.75,2025-06-28 21:20:41,0.9998
12561,67,electronics,6.75,2025-03-05 06:46:31,0.9998
45316,1476,atm_withdrawal,3.95,2025-08-17 12:19:14,0.9998
3752,1028,jewelry,2.91,2025-01-20 02:49:13,0.9998
12563,67,electronics,5.79,2025-03-05 06:47:28,0.9998
17439,757,atm_withdrawal,2.88,2025-03-29 14:15:31,0.9998
17966,1969,electronics,3.61,2025-04-01 09:31:47,0.9998
40974,220,atm_withdrawal,5.45,2025-07-26 10:40:11,0.9998
20397,1821,atm_withdrawal,7.67,2025-04-14 00:01:50,0.9998
9146,1623,atm_withdrawal,13.03,2025-02-16 10:43:39,0.9998
9300,978,electronics,7.49,2025-02-17 06:39:01,0.9998
20567,305,atm_withdrawal,1.15,2025-04-14 22:32:21,0.9998
20786,570,electronics,6.43,2025-04-16 01:08:17,0.9998
49550,174,atm_withdrawal,7.12,2025-09-07 23:30:35,0.9998
20874,465,atm_withdrawal,4.41,2025-04-16 13:37:07,0.9998
49553,174,atm_withdrawal,4.22,2025-09-07 23:32:20,0.9998
49551,174,atm_withdrawal,12.49,2025-09-07 23:31:03,0.9998
9570,1250,jewelry,3.0,2025-02-18 15:10:50,0.9998
20050,404,jewelry,4.98,2025-04-12 04:59:56,0.9998
20048,404,atm_withdrawal,10.81,2025-04-12 04:57:50,0.9998
5608,796,electronics,8.32,2025-01-29 06:32:23,0.9998
30736,1023,atm_withdrawal,11.2,2025-06-05 07:49:46,0.9998
5609,796,electronics,1.35,2025-01-29 06:33:01,0.9998
30332,364,atm_withdrawal,8.54,2025-06-03 08:34:56,0.9998
30333,364,atm_withdrawal,12.51,2025-06-03 08:36:03,0.9998
28859,830,electronics,5.49,2025-05-27 05:14:36,0.9998
8615,894,electronics,9.13,2025-02-13 15:16:28,0.9998
39273,1196,electronics,8.92,2025-07-18 04:29:58,0.9998
21768,137,atm_withdrawal,7.31,2025-04-21 01:20:39,0.9998
50018,1520,atm_withdrawal,5.98,2025-09-10 07:57:18,0.9998
13312,320,online_retail,10.71,2025-03-09 08:34:07,0.9997
34469,1466,online_retail,5.3,2025-06-23 19:12:17,0.9997
13314,320,online_retail,8.78,2025-03-09 08:35:54,0.9997
14075,134,jewelry,8.02,2025-03-13 05:05:13,0.9997
55098,1763,online_retail,1806.32,2025-10-06 01:54:49,0.9997
45310,371,online_retail,3.65,2025-08-17 12:00:08,0.9997
1135,1993,online_retail,1.04,2025-01-06 20:45:25,0.9997
22086,68,jewelry,7.02,2025-04-22 15:33:53,0.9997
22087,68,electronics,2.26,2025-04-22 15:34:57,0.9997
22320,1887,atm_withdrawal,14.1,2025-04-23 22:07:21,0.9997
48871,1109,jewelry,5.12,2025-09-04 06:14:52,0.9997
8977,639,online_retail,9.99,2025-02-15 13:24:59,0.9997
8190,1157,atm_withdrawal,7.5,2025-02-11 08:58:28,0.9997
8191,1157,electronics,5.06,2025-02-11 08:59:20,0.9997
50224,667,jewelry,5.16,2025-09-11 10:17:00,0.9997
25390,438,electronics,7.52,2025-05-09 10:00:29,0.9997
50225,667,jewelry,2.83,2025-09-11 10:18:19,0.9997
38735,353,electronics,4.0,2025-07-15 12:02:00,0.9997
22321,1887,online_retail,4.13,2025-04-23 22:08:03,0.9997
38982,125,online_retail,3.33,2025-07-16 18:10:53,0.9997
37104,67,jewelry,5.13,2025-07-07 11:41:57,0.9997
36882,1535,online_retail,7.99,2025-07-06 08:19:00,0.9997
36621,382,electronics,3.56,2025-07-05 01:55:27,0.9997
51040,870,jewelry,1.89,2025-09-15 14:52:31,0.9997
5280,1724,online_retail,1.7,2025-01-27 14:03:55,0.9997
51038,870,jewelry,7.9,2025-09-15 14:50:56,0.9997
28309,1389,online_retail,3.73,2025-05-24 11:11:51,0.9997
28712,1305,online_retail,2.53,2025-05-26 12:18:18,0.9997
28298,1847,online_retail,4.93,2025-05-24 09:52:20,0.9997
6021,1035,atm_withdrawal,3.36,2025-01-31 08:11:45,0.9997
54032,21,atm_withdrawal,14.37,2025-09-30 21:14:11,0.9997
6431,280,jewelry,1.05,2025-02-02 07:59:32,0.9997
6432,280,jewelry,11.69,2025-02-02 07:59:59,0.9997
6433,280,electronics,12.91,2025-02-02 08:00:18,0.9997
6968,759,jewelry,4.37,2025-02-04 22:34:58,0.9997
37735,493,atm_withdrawal,5.02,2025-07-10 12:59:00,0.9997
26447,671,jewelry,11.85,2025-05-14 15:11:36,0.9997
26446,671,jewelry,2.07,2025-05-14 15:11:08,0.9997
51655,1302,online_retail,4.09,2025-09-18 20:59:02,0.9997
52834,879,online_retail,2.94,2025-09-24 22:39:26,0.9997
52788,810,online_retail,10.49,2025-09-24 17:56:19,0.9997
26300,881,online_retail,2.97,2025-05-13 22:20:12,0.9997
26298,881,electronics,7.63,2025-05-13 22:19:02,0.9997
26444,671,jewelry,13.04,2025-05-14 15:09:49,0.9997
27159,521,jewelry,6.25,2025-05-18 09:56:23,0.9997
52239,1192,online_retail,2.71,2025-09-21 20:17:34,0.9997
6118,1743,online_retail,13.11,2025-01-31 18:12:15,0.9997
37788,1697,jewelry,9.88,2025-07-10 19:46:26,0.9997
37737,493,online_retail,7.73,2025-07-10 12:59:53,0.9997
6117,1743,jewelry,9.09,2025-01-31 18:11:25,0.9997
26242,1029,online_retail,9.57,2025-05-13 15:21:13,0.9997
27060,967,online_retail,7.33,2025-05-17 22:11:32,0.9997
1014,37,electronics,2.05,2025-01-06 03:52:05,0.9997
2142,1318,jewelry,1.52,2025-01-11 18:08:20,0.9997
2141,1318,online_retail,8.71,2025-01-11 18:07:35,0.9997
45315,1476,online_retail,2.38,2025-08-17 12:17:55,0.9997
58300,1208,electronics,4.93,2025-10-22 06:55:45,0.9997
34468,1466,atm_withdrawal,9.57,2025-06-23 19:11:30,0.9997
57656,819,online_retail,6.96,2025-10-18 20:37:34,0.9997
9302,978,electronics,2.73,2025-02-17 06:40:25,0.9997
9303,978,jewelry,2.45,2025-02-17 06:40:36,0.9997
39904,116,online_retail,3.14,2025-07-21 03:29:18,0.9997
3754,1028,online_retail,13.21,2025-01-20 02:50:51,0.9997
31068,1315,online_retail,10.41,2025-06-06 21:01:17,0.9997
54365,1827,jewelry,9.06,2025-10-02 10:25:02,0.9997
36188,851,online_retail,13.34,2025-07-02 20:51:42,0.9997
36190,851,atm_withdrawal,14.15,2025-07-02 20:52:40,0.9997
52591,914,online_retail,8.68,2025-09-23 18:39:29,0.9997
21204,1935,online_retail,6.51,2025-04-18 05:34:09,0.9997
39905,116,electronics,5.66,2025-07-21 03:30:37,0.9997
20788,570,online_retail,9.06,2025-04-16 01:10:36,0.9997
31069,1315,electronics,6.76,2025-06-06 21:01:59,0.9997
47686,284,online_retail,4.0,2025-08-29 13:14:30,0.9997
29980,658,online_retail,12.49,2025-06-01 15:33:00,0.9997
29977,658,electronics,12.14,2025-06-01 15:30:50,0.9997
55181,759,jewelry,6.95,2025-10-06 10:15:04,0.9997
52836,879,jewelry,8.51,2025-09-24 22:41:23,0.9997
36187,851,electronics,8.19,2025-07-02 20:50:40,0.9997
36083,246,online_retail,10.66,2025-07-02 09:44:04,0.9997
10494,1600,online_retail,9.13,2025-02-23 12:15:38,0.9997
32210,1453,jewelry,11.99,2025-06-12 16:07:07,0.9997
40222,203,online_retail,7.93,2025-07-22 16:32:42,0.9997
48534,1563,online_retail,1.29,2025-09-02 16:24:49,0.9997
20875,465,online_retail,13.58,2025-04-16 13:37:25,0.9997
10622,1480,jewelry,12.34,2025-02-24 02:07:44,0.9997
19872,1113,jewelry,9.38,2025-04-11 06:24:03,0.9997
19871,1113,jewelry,3.71,2025-04-11 06:22:57,0.9997
40110,1117,online_retail,9.54,2025-07-22 04:17:56,0.9997
20876,465,electronics,12.54,2025-04-16 13:38:06,0.9997
39994,413,online_retail,5.38,2025-07-21 13:42:15,0.9997
48860,1385,atm_withdrawal,6.94,2025-09-04 05:08:21,0.9997
39271,1196,electronics,8.18,2025-07-18 04:28:59,0.9997
49552,174,online_retail,1.8,2025-09-07 23:31:39,0.9997
20581,319,online_retail,8.73,2025-04-14 23:38:56,0.9997
42322,176,jewelry,11.89,2025-08-02 02:00:23,0.9997
16077,1482,online_retail,9.96,2025-03-22 22:13:17,0.9997
40935,909,jewelry,8.36,2025-07-26 06:31:34,0.9997
40617,1115,electronics,11.43,2025-07-24 12:09:05,0.9997
40934,909,online_retail,10.79,2025-07-26 06:31:11,0.9997
40973,220,jewelry,3.26,2025-07-26 10:39:34,0.9997
47106,1794,jewelry,5.45,2025-08-26 19:52:34,0.9997
40976,220,online_retail,6.77,2025-07-26 10:42:26,0.9997
46879,1287,online_retail,3.65,2025-08-25 15:41:00,0.9997
15570,1803,jewelry,10.68,2025-03-20 17:09:35,0.9997
15572,1803,jewelry,4.72,2025-03-20 17:11:20,0.9997
43692,558,jewelry,8.32,2025-08-09 05:17:30,0.9997
14556,1746,online_retail,10.6,2025-03-15 10:03:05,0.9997
43976,647,jewelry,9.93,2025-08-10 16:31:09,0.9997
43977,647,online_retail,2.61,2025-08-10 16:31:45,0.9997
47107,1794,online_retail,10.19,2025-08-26 19:53:35,0.9997
41531,1402,online_retail,1.99,2025-07-29 02:39:19,0.9997
15793,684,atm_withdrawal,7.86,2025-03-21 16:33:26,0.9997
42255,324,electronics,1.8,2025-08-01 17:22:20,0.9997
15763,311,jewelry,4.4,2025-03-21 14:43:08,0.9997
16515,1267,jewelry,2.9,2025-03-24 23:44:15,0.9997
10723,18,online_retail,1.76,2025-02-24 13:04:52,0.9997
10656,359,online_retail,2.96,2025-02-24 05:34:17,0.9997
12562,67,jewelry,11.83,2025-03-05 06:47:04,0.9997
43004,1931,jewelry,2.69,2025-08-05 15:53:03,0.9997
10725,18,online_retail,2.4,2025-02-24 13:05:55,0.9997
34967,810,online_retail,7.83,2025-06-26 10:37:26,0.9997
35170,213,electronics,7.91,2025-06-27 15:20:12,0.9997
31339,910,online_retail,10.21,2025-06-08 06:00:46,0.9997
54822,1557,electronics,9.94,2025-10-04 18:03:22,0.9997
35584,1215,jewelry,2.75,2025-06-29 17:23:13,0.9997
15435,198,online_retail,2.7,2025-03-19 23:46:14,0.9997
3753,1028,jewelry,5.35,2025-01-20 02:49:52,0.9997
1245,96,jewelry,7.88,2025-01-07 08:16:56,0.9997
57280,501,jewelry,7.09,2025-10-16 23:10:38,0.9997
12256,1664,jewelry,3.02,2025-03-03 21:01:29,0.9997
1138,1993,online_retail,5.06,2025-01-06 20:47:23,0.9997
1564,992,jewelry,7.49,2025-01-08 21:19:08,0.9997
58301,1208,jewelry,11.4,2025-10-22 06:57:00,0.9997
32086,813,online_retail,3155.12,2025-06-12 03:01:04,0.9997
1563,992,atm_withdrawal,11.2,2025-01-08 21:18:53,0.9997
58091,1467,online_retail,922.76,2025-10-21 02:48:54,0.9996
666,71,jewelry,4.41,2025-01-04 09:38:35,0.9996
6969,759,online_retail,10.32,2025-02-04 22:36:13,0.9996
37603,694,electronics,1.41,2025-07-09 22:44:34,0.9996
37367,343,jewelry,12.16,2025-07-08 18:41:27,0.9996
26057,1283,jewelry,8.67,2025-05-12 18:36:56,0.9996
43982,647,online_retail,4.72,2025-08-10 16:33:48,0.9996
12413,1390,electronics,1.1,2025-03-04 15:20:11,0.9996
12411,1390,jewelry,5.5,2025-03-04 15:17:42,0.9996
12336,82,online_retail,1.78,2025-03-04 06:09:08,0.9996
32209,1453,jewelry,8.31,2025-06-12 16:06:57,0.9996
32208,1453,electronics,8.19,2025-06-12 16:05:29,0.9996
38786,513,jewelry,13.17,2025-07-15 18:38:36,0.9996
50226,667,electronics,2.41,2025-09-11 10:18:33,0.9996
8198,1233,jewelry,5.73,2025-02-11 09:01:12,0.9996
27059,967,online_retail,12.66,2025-05-17 22:10:34,0.9996
52447,1208,atm_withdrawal,5.49,2025-09-23 00:00:54,0.9996
22176,1604,online_retail,1788.21,2025-04-23 03:01:06,0.9996
21202,1935,electronics,4.86,2025-04-18 05:32:41,0.9996
39660,1216,atm_withdrawal,2.79,2025-07-20 03:11:04,0.9996
31338,910,online_retail,3.99,2025-06-08 06:00:01,0.9996
35128,617,jewelry,3.52,2025-06-27 10:07:35,0.9996
34964,810,jewelry,11.72,2025-06-26 10:35:20,0.9996
43964,142,online_retail,1.32,2025-08-10 14:31:50,0.9996
14855,1239,electronics,8.25,2025-03-16 22:31:35,0.9996
43962,142,electronics,5.16,2025-08-10 14:31:22,0.9996
37304,1809,electronics,3.79,2025-07-08 12:35:52,0.9996
37183,1358,jewelry,2.05,2025-07-07 20:46:10,0.9996
28300,1847,online_retail,3.76,2025-05-24 09:53:42,0.9996
28713,1305,jewelry,3.48,2025-05-26 12:18:27,0.9996
48533,1563,electronics,3.18,2025-09-02 16:24:06,0.9996
20051,404,electronics,8.78,2025-04-12 05:01:00,0.9996
10028,1321,online_retail,8.14,2025-02-20 23:51:03,0.9996
36620,382,electronics,4.77,2025-07-05 01:55:03,0.9996
5977,1995,online_retail,994.21,2025-01-31 03:02:40,0.9996
5607,796,online_retail,14.38,2025-01-29 06:31:05,0.9996
19870,1113,jewelry,5.19,2025-04-11 06:22:48,0.9996
19833,1352,electronics,4.92,2025-04-11 01:34:16,0.9996
35893,1880,online_retail,5.96,2025-07-01 14:27:19,0.9996
15568,1803,online_retail,4.37,2025-03-20 17:09:04,0.9996
11852,389,online_retail,7.65,2025-03-01 23:22:43,0.9996
10506,1608,jewelry,5.56,2025-02-23 13:35:01,0.9996
29719,740,electronics,2.42,2025-05-31 08:44:16,0.9996
28860,830,online_retail,14.41,2025-05-27 05:15:00,0.9996
18296,1128,online_retail,12.69,2025-04-03 03:07:37,0.9996
10621,1480,electronics,11.75,2025-02-24 02:07:13,0.9996
41403,1142,jewelry,3.2,2025-07-28 12:48:19,0.9996
41210,1893,jewelry,10.28,2025-07-27 15:08:34,0.9996
30019,1161,online_retail,6.65,2025-06-01 19:37:57,0.9996
29979,658,electronics,9.22,2025-06-01 15:31:49,0.9996
47108,1794,jewelry,10.44,2025-08-26 19:54:59,0.9996
11535,459,online_retail,5.37,2025-02-28 09:28:15,0.9996
11851,389,jewelry,13.25,2025-03-01 23:21:24,0.9996
15794,684,electronics,12.79,2025-03-21 16:33:38,0.9996
15762,311,electronics,6.41,2025-03-21 14:42:27,0.9996
35919,892,online_retail,5.2,2025-07-01 17:49:04,0.9996
45051,872,jewelry,11.16,2025-08-16 05:10:59,0.9996
44903,1138,electronics,12.52,2025-08-15 12:11:12,0.9996
56418,1708,electronics,13.76,2025-10-12 18:07:03,0.9996
32368,636,electronics,1.69,2025-06-13 10:50:36,0.9996
58716,756,atm_withdrawal,13.98,2025-10-24 12:51:27,0.9996
50401,385,jewelry,6.08,2025-09-12 07:25:14,0.9996
37921,909,electronics,3.84,2025-07-11 11:18:43,0.9996
55853,1925,online_retail,2328.96,2025-10-10 01:48:16,0.9996
58803,1957,electronics,8.61,2025-10-24 21:21:23,0.9996
1274,1193,online_retail,13.46,2025-01-07 11:50:57,0.9996
46321,207,online_retail,14.23,2025-08-22 18:53:17,0.9995
7772,1478,jewelry,9.17,2025-02-09 06:31:50,0.9995
56166,909,electronics,9.75,2025-10-11 13:58:05,0.9995
58717,756,jewelry,11.06,2025-10-24 12:52:17,0.9995
34075,1277,electronics,2.31,2025-06-21 18:22:33,0.9995
42256,324,electronics,7.83,2025-08-01 17:23:36,0.9995
47327,893,electronics,1.56,2025-08-27 19:16:44,0.9995
10583,1049,atm_withdrawal,5.51,2025-02-23 22:37:11,0.9995
4446,405,jewelry,13.27,2025-01-23 12:32:44,0.9995
4369,142,online_retail,814.03,2025-01-23 03:20:03,0.9995
45983,1920,online_retail,1038.81,2025-08-21 00:02:34,0.9995
17045,1235,online_retail,8.77,2025-03-27 15:43:24,0.9995
12746,353,jewelry,5.93,2025-03-06 07:32:51,0.9995
41212,1893,electronics,4.01,2025-07-27 15:10:14,0.9995
41402,1142,jewelry,4.16,2025-07-28 12:47:33,0.9995
31067,1315,atm_withdrawal,6.74,2025-06-06 21:00:35,0.9995
14366,1216,electronics,7.01,2025-03-14 14:58:00,0.9995
12410,1390,jewelry,6.58,2025-03-04 15:16:28,0.9995
44433,1625,online_retail,2810.06,2025-08-13 03:21:13,0.9995
35585,1215,electronics,11.94,2025-06-29 17:23:22,0.9995
34965,810,online_retail,8.69,2025-06-26 10:36:12,0.9995
47685,284,online_retail,8.34,2025-08-29 13:13:27,0.9995
20785,570,atm_withdrawal,9.46,2025-04-16 01:07:15,0.9995
47684,284,online_retail,13.7,2025-08-29 13:13:16,0.9995
9573,1250,atm_withdrawal,3.72,2025-02-18 15:12:07,0.9995
45565,1451,atm_withdrawal,13.95,2025-08-18 22:13:19,0.9995
14557,1746,electronics,6.28,2025-03-15 10:04:33,0.9995
6119,1743,electronics,4.18,2025-01-31 18:12:57,0.9995
43638,1801,electronics,7.71,2025-08-08 22:03:23,0.9995
6416,1963,online_retail,8.0,2025-02-02 07:17:11,0.9995
52649,402,online_retail,1714.8,2025-09-24 01:13:45,0.9995
5606,796,atm_withdrawal,14.04,2025-01-29 06:30:37,0.9995
54990,1529,jewelry,10.93,2025-10-05 12:40:48,0.9995
15571,1803,electronics,10.29,2025-03-20 17:11:03,0.9995
199,810,atm_withdrawal,3.91,2025-01-02 02:31:16,0.9995
32327,530,jewelry,6.79,2025-06-13 06:25:49,0.9995
37922,909,electronics,8.02,2025-07-11 11:19:43,0.9995
21769,137,online_retail,1.51,2025-04-21 01:22:03,0.9995
39558,427,electronics,5.46,2025-07-19 15:39:25,0.9995
8976,639,electronics,12.28,2025-02-15 13:23:55,0.9995
39560,427,electronics,11.36,2025-07-19 15:41:31,0.9995
27301,848,jewelry,7.69,2025-05-19 04:24:44,0.9995
23132,408,online_retail,2835.77,2025-04-28 03:08:15,0.9995
37673,100,electronics,3.78,2025-07-10 06:05:25,0.9995
6966,759,electronics,2.4,2025-02-04 22:34:10,0.9995
8154,1375,electronics,6.66,2025-02-11 05:06:00,0.9995
8189,1157,electronics,6.94,2025-02-11 08:57:02,0.9995
8195,1233,electronics,8.3,2025-02-11 09:00:18,0.9995
15320,1812,atm_withdrawal,12.52,2025-03-19 08:24:10,0.9995
55007,855,electronics,8.48,2025-10-05 15:13:47,0.9995
54895,1217,atm_withdrawal,2.76,2025-10-05 01:35:21,0.9995
57281,501,electronics,8.16,2025-10-16 23:11:16,0.9994
46880,1287,electronics,3.64,2025-08-25 15:42:04,0.9994
30711,435,electronics,4.58,2025-06-05 04:47:34,0.9994
42904,1954,jewelry,6.17,2025-08-05 04:26:37,0.9994
